,0
fBodyGyro-entropy()-Z,0.00016944402230851613
"fBodyAcc-bandsEnergy()-49,56nn",0.00016779603408512977
"fBodyAccJerk-bandsEnergy()-33,40",0.00016634896338836558
"fBodyAcc-bandsEnergy()-33,48",0.00016547453348642516
"tBodyAcc-arCoeff()-Y,2",0.0001650345174543243
"tBodyGyro-arCoeff()-X,2",0.000164672130855376
"fBodyGyro-bandsEnergy()-57,64",0.00016341537562342015
tGravityAccMag-min(),0.00016279673834289455
"fBodyAcc-bandsEnergy()-49,64nn",0.00016187432649980034
"fBodyAccJerk-bandsEnergy()-49,56",0.00016169985373479286
fBodyAcc-min()-Z,0.00016019192930685712
fBodyBodyGyroJerkMag-mad(),0.00015745894347029928
"tBodyGyro-arCoeff()-Z,2",0.000154801351133239
"tBodyGyroJerk-arCoeff()-X,4",0.00015469925610104326
"fBodyGyro-bandsEnergy()-33,40n",0.00015460979203916185
"tBodyAcc-arCoeff()-Z,2",0.00015233288837505787
tBodyAccMag-arCoeff()3,0.000151345564205506
"fBodyGyro-bandsEnergy()-57,64nn",0.00015097038335176223
tBodyAcc-mean()-Z,0.00014994849318721297
tBodyGyroJerkMag-max(),0.00014940282457286404
tBodyAccJerkMag-arCoeff()1,0.00014925226061574567
"fBodyAcc-bandsEnergy()-33,48n",0.00014879557022785236
tBodyAccMag-arCoeff()4,0.0001478480598330004
"fBodyAccJerk-bandsEnergy()-49,64n",0.00014721656855907561
"fBodyAccJerk-bandsEnergy()-33,48n",0.00014575649993062164
"fBodyAcc-bandsEnergy()-57,64nn",0.00014561629808345543
fBodyAccJerk-min()-X,0.00014560312235438908
"tBodyAccJerk-arCoeff()-X,2",0.00014432937236285575
"fBodyAcc-bandsEnergy()-33,40n",0.0001432103018308879
fBodyBodyGyroJerkMag-min(),0.00014231869092583055
tGravityAccMag-arCoeff()3,0.00013970606088243944
"fBodyAccJerk-bandsEnergy()-57,64n",0.0001384102723883913
"fBodyAccJerk-bandsEnergy()-41,48nn",0.00013795474138669696
fBodyGyro-min()-Y,0.00013781550811529735
tBodyAccJerk-mean()-Z,0.00013725927879949852
"fBodyAcc-bandsEnergy()-25,32",0.0001341064823670973
"fBodyAcc-bandsEnergy()-17,32",0.00013352659861842322
"tBodyAcc-arCoeff()-Y,3",0.00013316749743865185
"angle(tBodyAccMean,gravity)",0.00013306833919814808
"fBodyAccJerk-bandsEnergy()-49,56n",0.00013136979799228938
tBodyAccJerk-mean()-X,0.00013119432593114192
fBodyBodyAccJerkMag-meanFreq(),0.0001307186860334836
"fBodyAcc-bandsEnergy()-49,56n",0.00013005365447952283
fBodyAcc-entropy()-Y,0.00012501184560512952
fBodyAccJerk-min()-Y,0.00012479282571428032
"tBodyGyro-arCoeff()-X,3",0.00012472453644965238
"tBodyAcc-arCoeff()-X,3",0.00012469404308245168
"fBodyAcc-bandsEnergy()-49,56",0.0001235025088906387
tBodyAccJerk-mean()-Y,0.0001226771988323888
fBodyBodyGyroJerkMag-iqr(),0.000122491494192978
"fBodyAccJerk-bandsEnergy()-49,64",0.00012195436094015067
fBodyAcc-min()-Y,0.00012069763086000395
fBodyBodyAccJerkMag-iqr(),0.0001193022987927289
tBodyGyroJerk-mean()-Y,0.00011881952636849979
"fBodyAccJerk-bandsEnergy()-25,48",0.00011865490949313939
"angle(tBodyAccJerkMean),gravityMean)",0.00011522375061473862
"fBodyAccJerk-bandsEnergy()-57,64",0.00011355365442551132
"fBodyAcc-bandsEnergy()-57,64n",0.000108308447945568
"tBodyAccJerk-arCoeff()-Y,2",0.00010706199609089513
"fBodyAcc-bandsEnergy()-33,40",0.00010361752533308927
fBodyAccJerk-min()-Z,0.00010201005993043515
"fBodyAcc-bandsEnergy()-57,64",9.99881136667083e-05
fBodyAcc-iqr()-Y,9.503371701379692e-05
fBodyBodyAccJerkMag-min(),9.482060694181739e-05
"fBodyAcc-bandsEnergy()-49,64",8.94720280164224e-05
"fBodyAcc-bandsEnergy()-49,64n",8.790043933085378e-05
